Labels,sca-30-t3_final,
2205.000,1.54343975E+6,
2206.000,1.54249388E+6,
2207.000,1.54154863E+6,
2208.000,1.54060350E+6,
2209.000,1.53965863E+6,
2210.00,1.53871425E+6,
2211.000,1.53777013E+6,
2212.000,1.53682625E+6,
2213.000,1.53588263E+6,
2214.000,1.53493925E+6,
2215.000,1.53399638E+6,
2216.000,1.53305375E+6,
2217.000,1.53211125E+6,
2218.000,1.53116925E+6,
2219.000,1.53022775E+6,
2220.00,1.52928625E+6,
2221.000,1.52834513E+6,
2222.000,1.52740438E+6,
2223.000,1.52646388E+6,
2224.000,1.52552375E+6,
2225.000,1.52458388E+6,
2226.000,1.52364450E+6,
2227.000,1.52270538E+6,
2228.000,1.52176650E+6,
2229.000,1.52082788E+6,
2230.00,1.51988988E+6,
2231.000,1.51895188E+6,
2232.000,1.51801425E+6,
2233.000,1.51707700E+6,
2234.000,1.51614013E+6,
2235.000,1.51520350E+6,
2236.000,1.51426738E+6,
2237.000,1.51333163E+6,
2238.000,1.51239613E+6,
2239.000,1.51146075E+6,
2240.00,1.51052588E+6,
2241.000,1.50959138E+6,
2242.000,1.50865700E+6,
2243.000,1.50772313E+6,
2244.000,1.50678988E+6,
2245.000,1.50585625E+6,
2246.000,1.50492363E+6,
2247.000,1.50399100E+6,
2248.000,1.50305888E+6,
2249.000,1.50212688E+6,
2250.00,1.50119550E+6,
2251.000,1.50026450E+6,
2252.000,1.49933363E+6,
2253.000,1.49840325E+6,
2254.000,1.49747313E+6,
2255.000,1.49654338E+6,
2256.000,1.49561400E+6,
2257.000,1.49468488E+6,
2258.000,1.49375625E+6,
2259.000,1.49282775E+6,
2260.00,1.49189975E+6,
2261.000,1.49097213E+6,
2262.000,1.49004500E+6,
2263.000,1.48911800E+6,
2264.000,1.48819150E+6,
2265.000,1.48726525E+6,
2266.000,1.48633938E+6,
2267.000,1.48541388E+6,
2268.000,1.48448863E+6,
2269.000,1.48356388E+6,
2270.00,1.48263950E+6,
2271.000,1.48171550E+6,
2272.000,1.48079188E+6,
2273.000,1.47986850E+6,
2274.000,1.47894575E+6,
2275.000,1.47802300E+6,
2276.000,1.47710088E+6,
2277.000,1.47617913E+6,
2278.000,1.47525738E+6,
2279.000,1.47433625E+6,
2280.00,1.47341563E+6,
2281.000,1.47249538E+6,
2282.000,1.47157525E+6,
2283.000,1.47065563E+6,
2284.000,1.46973638E+6,
2285.000,1.46881750E+6,
2286.000,1.46789913E+6,
2287.000,1.46698088E+6,
2288.000,1.46606300E+6,
2289.000,1.46514575E+6,
2290.00,1.46422863E+6,
2291.000,1.46331213E+6,
2292.000,1.46239588E+6,
2293.000,1.46148013E+6,
2294.000,1.46056463E+6,
2295.000,1.45964950E+6,
2296.000,1.45873475E+6,
2297.000,1.45782050E+6,
2298.000,1.45690675E+6,
2299.000,1.45599325E+6,
2300.00,1.45508000E+6,
2301.000,1.45416725E+6,
2302.000,1.45325475E+6,
2303.000,1.45234288E+6,
2304.000,1.45143125E+6,
2305.000,1.45051988E+6,
2306.000,1.44960900E+6,
2307.000,1.44869863E+6,
2308.000,1.44778863E+6,
2309.000,1.44687888E+6,
2310.00,1.44596988E+6,
2311.000,1.44506088E+6,
2312.000,1.44415238E+6,
2313.000,1.44324450E+6,
2314.000,1.44233663E+6,
2315.000,1.44142950E+6,
2316.000,1.44052263E+6,
2317.000,1.43961600E+6,
2318.000,1.43870988E+6,
2319.000,1.43780425E+6,
2320.00,1.43689913E+6,
2321.000,1.43599413E+6,
2322.000,1.43508950E+6,
2323.000,1.43418575E+6,
2324.000,1.43328188E+6,
2325.000,1.43237863E+6,
2326.000,1.43147575E+6,
2327.000,1.43057325E+6,
2328.000,1.42967125E+6,
2329.000,1.42876975E+6,
2330.00,1.42786838E+6,
2331.000,1.42696738E+6,
2332.000,1.42606688E+6,
2333.000,1.42516700E+6,
2334.000,1.42426763E+6,
2335.000,1.42336813E+6,
2336.000,1.42246938E+6,
2337.000,1.42157113E+6,
2338.000,1.42067313E+6,
2339.000,1.41977550E+6,
2340.00,1.41887850E+6,
2341.000,1.41798163E+6,
2342.000,1.41708525E+6,
2343.000,1.41618938E+6,
2344.000,1.41529400E+6,
2345.000,1.41439888E+6,
2346.000,1.41350438E+6,
2347.000,1.41261000E+6,
2348.000,1.41171600E+6,
2349.000,1.41082263E+6,
2350.00,1.40992963E+6,
2351.000,1.40903725E+6,
2352.000,1.40814488E+6,
2353.000,1.40725325E+6,
2354.000,1.40636200E+6,
2355.000,1.40547100E+6,
2356.000,1.40458075E+6,
2357.000,1.40369063E+6,
2358.000,1.40280088E+6,
2359.000,1.40191175E+6,
2360.00,1.40102288E+6,
2361.000,1.40013450E+6,
2362.000,1.39924663E+6,
2363.000,1.39835913E+6,
2364.000,1.39747200E+6,
2365.000,1.39658538E+6,
2366.000,1.39569925E+6,
2367.000,1.39481338E+6,
2368.000,1.39392813E+6,
2369.000,1.39304313E+6,
2370.00,1.39215850E+6,
2371.000,1.39127438E+6,
2372.000,1.39039088E+6,
2373.000,1.38950775E+6,
2374.000,1.38862475E+6,
2375.000,1.38774238E+6,
2376.000,1.38686063E+6,
2377.000,1.38597888E+6,
2378.000,1.38509775E+6,
2379.000,1.38421738E+6,
2380.00,1.38333713E+6,
2381.000,1.38245725E+6,
2382.000,1.38157800E+6,
2383.000,1.38069913E+6,
2384.000,1.37982075E+6,
2385.000,1.37894263E+6,
2386.000,1.37806488E+6,
2387.000,1.37718800E+6,
2388.000,1.37631125E+6,
2389.000,1.37543475E+6,
2390.00,1.37455913E+6,
2391.000,1.37368363E+6,
2392.000,1.37280863E+6,
2393.000,1.37193425E+6,
2394.000,1.37106013E+6,
2395.000,1.37018650E+6,
2396.000,1.36931338E+6,
2397.000,1.36844050E+6,
2398.000,1.36756825E+6,
2399.000,1.36669638E+6,
2400.00,1.36582500E+6,
2401.000,1.36495400E+6,
2402.000,1.36408350E+6,
2403.000,1.36321338E+6,
2404.000,1.36234363E+6,
2405.000,1.36147438E+6,
2406.000,1.36060563E+6,
2407.000,1.35973725E+6,
2408.000,1.35886938E+6,
2409.000,1.35800200E+6,
2410.00,1.35713500E+6,
2411.000,1.35626850E+6,
2412.000,1.35540238E+6,
2413.000,1.35453688E+6,
2414.000,1.35367163E+6,
2415.000,1.35280663E+6,
2416.000,1.35194263E+6,
2417.000,1.35107875E+6,
2418.000,1.35021538E+6,
2419.000,1.34935238E+6,
2420.00,1.34848988E+6,
2421.000,1.34762775E+6,
2422.000,1.34676613E+6,
2423.000,1.34590500E+6,
2424.000,1.34504425E+6,
2425.000,1.34418400E+6,
2426.000,1.34332425E+6,
2427.000,1.34246500E+6,
2428.000,1.34160613E+6,
2429.000,1.34074775E+6,
2430.00,1.33988975E+6,
2431.000,1.33903200E+6,
2432.000,1.33817500E+6,
2433.000,1.33731850E+6,
2434.000,1.33646225E+6,
2435.000,1.33560663E+6,
2436.000,1.33475138E+6,
2437.000,1.33389650E+6,
2438.000,1.33304213E+6,
2439.000,1.33218850E+6,
2440.00,1.33133475E+6,
2441.000,1.33048188E+6,
2442.000,1.32962950E+6,
2443.000,1.32877713E+6,
2444.000,1.32792588E+6,
2445.000,1.32707450E+6,
2446.000,1.32622388E+6,
2447.000,1.32537350E+6,
2448.000,1.32452388E+6,
2449.000,1.32367463E+6,
2450.00,1.32282588E+6,
2451.000,1.32197738E+6,
2452.000,1.32112963E+6,
2453.000,1.32028200E+6,
2454.000,1.31943500E+6,
2455.000,1.31858850E+6,
2456.000,1.31774238E+6,
2457.000,1.31689675E+6,
2458.000,1.31605163E+6,
2459.000,1.31520688E+6,
2460.00,1.31436275E+6,
2461.000,1.31351888E+6,
2462.000,1.31267575E+6,
2463.000,1.31183263E+6,
2464.000,1.31099038E+6,
2465.000,1.31014825E+6,
2466.000,1.30930688E+6,
2467.000,1.30846600E+6,
2468.000,1.30762550E+6,
2469.000,1.30678550E+6,
2470.00,1.30594588E+6,
2471.000,1.30510675E+6,
2472.000,1.30426813E+6,
2473.000,1.30342988E+6,
2474.000,1.30259225E+6,
2475.000,1.30175475E+6,
2476.000,1.30091800E+6,
2477.000,1.30008175E+6,
2478.000,1.29924600E+6,
2479.000,1.29841025E+6,
2480.00,1.29757563E+6,
2481.000,1.29674100E+6,
2482.000,1.29590700E+6,
2483.000,1.29507338E+6,
2484.000,1.29424038E+6,
2485.000,1.29340788E+6,
2486.000,1.29257563E+6,
2487.000,1.29174413E+6,
2488.000,1.29091300E+6,
2489.000,1.29008213E+6,
2490.00,1.28925188E+6,
2491.000,1.28842200E+6,
2492.000,1.28759288E+6,
2493.000,1.28676400E+6,
2494.000,1.28593563E+6,
2495.000,1.28510788E+6,
2496.000,1.28428013E+6,
2497.000,1.28345338E+6,
2498.000,1.28262688E+6,
2499.000,1.28180075E+6,
2500.00,1.28097525E+6,
