Labels,T6 data_Apr2019_Fluoracle2,
2202.000,6.42184734E-1,
2203.000,6.41677141E-1,
2204.000,6.41169786E-1,
2205.000,6.40662730E-1,
2206.000,6.40155911E-1,
2207.000,6.39649451E-1,
2208.000,6.39143109E-1,
2209.000,6.38637185E-1,
2210.00,6.38131499E-1,
2211.000,6.37625992E-1,
2212.000,6.37120843E-1,
2213.000,6.36615813E-1,
2214.000,6.36111200E-1,
2215.000,6.35606825E-1,
2216.000,6.35102689E-1,
2217.000,6.34598911E-1,
2218.000,6.34095311E-1,
2219.000,6.33592010E-1,
2220.00,6.33088946E-1,
2221.000,6.32586122E-1,
2222.000,6.32083654E-1,
2223.000,6.31581485E-1,
2224.000,6.31079555E-1,
2225.000,6.30577862E-1,
2226.000,6.30076468E-1,
2227.000,6.29575312E-1,
2228.000,6.29074454E-1,
2229.000,6.28573954E-1,
2230.00,6.28073633E-1,
2231.000,6.27573609E-1,
2232.000,6.27073824E-1,
2233.000,6.26574337E-1,
2234.000,6.26075149E-1,
2235.000,6.25576258E-1,
2236.000,6.25077546E-1,
2237.000,6.24579191E-1,
2238.000,6.24081194E-1,
2239.000,6.23583376E-1,
2240.00,6.23085856E-1,
2241.000,6.22588634E-1,
2242.000,6.22091651E-1,
2243.000,6.21594906E-1,
2244.000,6.21098518E-1,
2245.000,6.20602369E-1,
2246.000,6.20106637E-1,
2247.000,6.19611084E-1,
2248.000,6.19115829E-1,
2249.000,6.18620753E-1,
2250.00,6.18126094E-1,
2251.000,6.17631614E-1,
2252.000,6.17137492E-1,
2253.000,6.16643727E-1,
2254.000,6.16150141E-1,
2255.000,6.15656853E-1,
2256.000,6.15163863E-1,
2257.000,6.14671171E-1,
2258.000,6.14178717E-1,
2259.000,6.13686562E-1,
2260.00,6.13194764E-1,
2261.000,6.12703204E-1,
2262.000,6.12211943E-1,
2263.000,6.11720979E-1,
2264.000,6.11230314E-1,
2265.000,6.10739887E-1,
2266.000,6.10249758E-1,
2267.000,6.09759927E-1,
2268.000,6.09270453E-1,
2269.000,6.08781159E-1,
2270.00,6.08292162E-1,
2271.000,6.07803583E-1,
2272.000,6.07315242E-1,
2273.000,6.06827199E-1,
2274.000,6.06339335E-1,
2275.000,6.05851889E-1,
2276.000,6.05364680E-1,
2277.000,6.04877770E-1,
2278.000,6.04391158E-1,
2279.000,6.03904784E-1,
2280.00,6.03418767E-1,
2281.000,6.02933109E-1,
2282.000,6.02447629E-1,
2283.000,6.01962507E-1,
2284.000,6.01477683E-1,
2285.000,6.00993156E-1,
2286.000,6.00508869E-1,
2287.000,6.00024939E-1,
2288.000,5.99541247E-1,
2289.000,5.99057853E-1,
2290.00,5.98574758E-1,
2291.000,5.98092020E-1,
2292.000,5.97609580E-1,
2293.000,5.97127438E-1,
2294.000,5.96645534E-1,
2295.000,5.96163929E-1,
2296.000,5.95682681E-1,
2297.000,5.95201671E-1,
2298.000,5.94721079E-1,
2299.000,5.94240606E-1,
2300.00,5.93760610E-1,
2301.000,5.93280792E-1,
2302.000,5.92801332E-1,
2303.000,5.92322111E-1,
2304.000,5.91843307E-1,
2305.000,5.91364682E-1,
2306.000,5.90886474E-1,
2307.000,5.90408504E-1,
2308.000,5.89930773E-1,
2309.000,5.89453518E-1,
2310.00,5.88976324E-1,
2311.000,5.88499606E-1,
2312.000,5.88023067E-1,
2313.000,5.87547004E-1,
2314.000,5.87071121E-1,
2315.000,5.86595535E-1,
2316.000,5.86120427E-1,
2317.000,5.85645378E-1,
2318.000,5.85170805E-1,
2319.000,5.84696472E-1,
2320.00,5.84222436E-1,
2321.000,5.83748698E-1,
2322.000,5.83275259E-1,
2323.000,5.82802176E-1,
2324.000,5.82329392E-1,
2325.000,5.81856787E-1,
2326.000,5.81384659E-1,
2327.000,5.80912709E-1,
2328.000,5.80441177E-1,
2329.000,5.79969943E-1,
2330.00,5.79498947E-1,
2331.000,5.79028249E-1,
2332.000,5.78557968E-1,
2333.000,5.78087866E-1,
2334.000,5.77618182E-1,
2335.000,5.77148736E-1,
2336.000,5.76679587E-1,
2337.000,5.76210797E-1,
2338.000,5.75742304E-1,
2339.000,5.75274110E-1,
2340.00,5.74806213E-1,
2341.000,5.74338675E-1,
2342.000,5.73871434E-1,
2343.000,5.73404372E-1,
2344.000,5.72937727E-1,
2345.000,5.72471440E-1,
2346.000,5.72005451E-1,
2347.000,5.71539760E-1,
2348.000,5.71074247E-1,
2349.000,5.70609212E-1,
2350.00,5.70144475E-1,
2351.000,5.69679916E-1,
2352.000,5.69215775E-1,
2353.000,5.68751872E-1,
2354.000,5.68288445E-1,
2355.000,5.67825139E-1,
2356.000,5.67362249E-1,
2357.000,5.66899598E-1,
2358.000,5.66437364E-1,
2359.000,5.65975428E-1,
2360.00,5.65513670E-1,
2361.000,5.65052390E-1,
2362.000,5.64591289E-1,
2363.000,5.64130545E-1,
2364.000,5.63670099E-1,
2365.000,5.63210070E-1,
2366.000,5.62750220E-1,
2367.000,5.62290788E-1,
2368.000,5.61831653E-1,
2369.000,5.61372817E-1,
2370.00,5.60914278E-1,
2371.000,5.60456038E-1,
2372.000,5.59998155E-1,
2373.000,5.59540510E-1,
2374.000,5.59083283E-1,
2375.000,5.58626294E-1,
2376.000,5.58169663E-1,
2377.000,5.57713270E-1,
2378.000,5.57257235E-1,
2379.000,5.56801558E-1,
2380.00,5.56346118E-1,
2381.000,5.55891156E-1,
2382.000,5.55436373E-1,
2383.000,5.54981947E-1,
2384.000,5.54527819E-1,
2385.000,5.54073989E-1,
2386.000,5.53620517E-1,
2387.000,5.53167284E-1,
2388.000,5.52714407E-1,
2389.000,5.52261889E-1,
2390.00,5.51809669E-1,
2391.000,5.51357687E-1,
2392.000,5.50906062E-1,
2393.000,5.50454795E-1,
2394.000,5.50003827E-1,
2395.000,5.49553275E-1,
2396.000,5.49102843E-1,
2397.000,5.48652887E-1,
2398.000,5.48203230E-1,
2399.000,5.47753811E-1,
2400.00,5.47304749E-1,
2401.000,5.46856046E-1,
2402.000,5.46407580E-1,
2403.000,5.45959473E-1,
2404.000,5.45511663E-1,
2405.000,5.45064151E-1,
2406.000,5.44617057E-1,
2407.000,5.44170141E-1,
2408.000,5.43723643E-1,
2409.000,5.43277442E-1,
2410.00,5.42831540E-1,
2411.000,5.42386055E-1,
2412.000,5.41940749E-1,
2413.000,5.41495860E-1,
2414.000,5.41051269E-1,
2415.000,5.40606976E-1,
2416.000,5.40162981E-1,
2417.000,5.39719284E-1,
2418.000,5.39275944E-1,
2419.000,5.38832963E-1,
2420.00,5.38390279E-1,
2421.000,5.37947834E-1,
2422.000,5.37505746E-1,
2423.000,5.37064075E-1,
2424.000,5.36622584E-1,
2425.000,5.36181450E-1,
2426.000,5.35740733E-1,
2427.000,5.35300255E-1,
2428.000,5.34860075E-1,
2429.000,5.34420252E-1,
2430.00,5.33980787E-1,
2431.000,5.33541560E-1,
2432.000,5.33102632E-1,
2433.000,5.32664180E-1,
2434.000,5.32225847E-1,
2435.000,5.31787932E-1,
2436.000,5.31350374E-1,
2437.000,5.30913174E-1,
2438.000,5.30476153E-1,
2439.000,5.30039549E-1,
2440.00,5.29603243E-1,
2441.000,5.29167235E-1,
2442.000,5.28731585E-1,
2443.000,5.28296173E-1,
2444.000,5.27861178E-1,
2445.000,5.27426481E-1,
2446.000,5.26992083E-1,
2447.000,5.26557982E-1,
2448.000,5.26124179E-1,
2449.000,5.25690734E-1,
2450.00,5.25257647E-1,
2451.000,5.24824858E-1,
2452.000,5.24392366E-1,
2453.000,5.23960233E-1,
2454.000,5.23528337E-1,
2455.000,5.23096859E-1,
2456.000,5.22665679E-1,
2457.000,5.22234738E-1,
2458.000,5.21804273E-1,
2459.000,5.21373987E-1,
2460.00,5.20944059E-1,
2461.000,5.20514488E-1,
2462.000,5.20085275E-1,
2463.000,5.19656241E-1,
2464.000,5.19227684E-1,
2465.000,5.18799365E-1,
2466.000,5.18371344E-1,
2467.000,5.17943680E-1,
2468.000,5.17516255E-1,
2469.000,5.17089248E-1,
2470.00,5.16662538E-1,
2471.000,5.16236186E-1,
2472.000,5.15810072E-1,
2473.000,5.15384376E-1,
2474.000,5.14958978E-1,
2475.000,5.14533877E-1,
2476.000,5.14109075E-1,
2477.000,5.13684571E-1,
2478.000,5.13260365E-1,
2479.000,5.12836576E-1,
2480.00,5.12413085E-1,
2481.000,5.11989832E-1,
2482.000,5.11567056E-1,
2483.000,5.11144459E-1,
2484.000,5.10722280E-1,
2485.000,5.10300338E-1,
2486.000,5.09878755E-1,
2487.000,5.09457469E-1,
2488.000,5.09036541E-1,
2489.000,5.08615851E-1,
2490.00,5.08195579E-1,
2491.000,5.07775664E-1,
2492.000,5.07355988E-1,
2493.000,5.06936550E-1,
2494.000,5.06517589E-1,
2495.000,5.06098866E-1,
2496.000,5.05680442E-1,
2497.000,5.05262434E-1,
2498.000,5.04844666E-1,
2499.000,5.04427254E-1,
2500.00,5.04010141E-1,
2501.000,5.03593385E-1,
2502.000,5.03176868E-1,
2503.000,5.02760768E-1,
2504.000,5.02344966E-1,
2505.000,5.01929462E-1,
2506.000,5.01514256E-1,
2507.000,5.01099348E-1,
2508.000,5.00684857E-1,
2509.000,5.00270545E-1,
2510.00,4.99856651E-1,
2511.000,4.99443054E-1,
2512.000,4.99029845E-1,
2513.000,4.98616874E-1,
2514.000,4.98204261E-1,
2515.000,4.97791946E-1,
2516.000,4.97379959E-1,
2517.000,4.96968269E-1,
2518.000,4.96556967E-1,
2519.000,4.96145874E-1,
2520.00,4.95735168E-1,
2521.000,4.95324761E-1,
2522.000,4.94914651E-1,
2523.000,4.94504958E-1,
2524.000,4.94095474E-1,
2525.000,4.93686348E-1,
2526.000,4.93277550E-1,
2527.000,4.92869049E-1,
2528.000,4.92460966E-1,
2529.000,4.92053062E-1,
2530.00,4.91645545E-1,
2531.000,4.91238356E-1,
2532.000,4.90831465E-1,
2533.000,4.90424871E-1,
2534.000,4.90018666E-1,
2535.000,4.89612669E-1,
2536.000,4.89207059E-1,
2537.000,4.88801748E-1,
2538.000,4.88396853E-1,
2539.000,4.87992167E-1,
2540.00,4.87587869E-1,
2541.000,4.87183750E-1,
2542.000,4.86780047E-1,
2543.000,4.86376673E-1,
2544.000,4.85973656E-1,
2545.000,4.85570848E-1,
2546.000,4.85168457E-1,
2547.000,4.84766364E-1,
2548.000,4.84364450E-1,
2549.000,4.83963072E-1,
2550.00,4.83561873E-1,
2551.000,4.83161062E-1,
2552.000,4.82760459E-1,
2553.000,4.82360274E-1,
2554.000,4.81960356E-1,
2555.000,4.81560767E-1,
2556.000,4.81161565E-1,
2557.000,4.80762571E-1,
2558.000,4.80363965E-1,
2559.000,4.79965657E-1,
2560.00,4.79567647E-1,
2561.000,4.79169965E-1,
2562.000,4.78772551E-1,
2563.000,4.78375554E-1,
2564.000,4.77978855E-1,
2565.000,4.77582365E-1,
2566.000,4.77186263E-1,
2567.000,4.76790547E-1,
2568.000,4.76395071E-1,
2569.000,4.75999862E-1,
2570.00,4.75605071E-1,
2571.000,4.75210547E-1,
2572.000,4.74816352E-1,
2573.000,4.74422455E-1,
2574.000,4.74028856E-1,
2575.000,4.73635674E-1,
2576.000,4.73242670E-1,
2577.000,4.72850055E-1,
2578.000,4.72457767E-1,
2579.000,4.72065747E-1,
2580.00,4.71674055E-1,
2581.000,4.71282661E-1,
2582.000,4.70891654E-1,
2583.000,4.70500857E-1,
2584.000,4.70110446E-1,
2585.000,4.69720364E-1,
2586.000,4.69330549E-1,
2587.000,4.68941063E-1,
2588.000,4.68551964E-1,
2589.000,4.68163073E-1,
2590.00,4.67774570E-1,
2591.000,4.67386365E-1,
2592.000,4.66998369E-1,
2593.000,4.66610759E-1,
2594.000,4.66223568E-1,
2595.000,4.65836555E-1,
2596.000,4.65449870E-1,
2597.000,4.65063572E-1,
2598.000,4.64677572E-1,
2599.000,4.64291751E-1,
2600.00,4.63906348E-1,
