Labels,T1_data_new_corrected,
2143.000,6.16188875E+5,
2144.000,6.15731000E+5,
2145.000,6.15273875E+5,
2146.000,6.14817313E+5,
2147.000,6.14361438E+5,
2148.000,6.13906125E+5,
2149.000,6.13451438E+5,
2150.00,6.12997438E+5,
2151.000,6.12544063E+5,
2152.000,6.12091313E+5,
2153.000,6.11639250E+5,
2154.000,6.11187813E+5,
2155.000,6.10736938E+5,
2156.000,6.10286813E+5,
2157.000,6.09837313E+5,
2158.000,6.09388313E+5,
2159.000,6.08940125E+5,
2160.00,6.08492500E+5,
2161.000,6.08045500E+5,
2162.000,6.07599125E+5,
2163.000,6.07153500E+5,
2164.000,6.06708500E+5,
2165.000,6.06264000E+5,
2166.000,6.05820313E+5,
2167.000,6.05377188E+5,
2168.000,6.04934688E+5,
2169.000,6.04492813E+5,
2170.00,6.04051688E+5,
2171.000,6.03611125E+5,
2172.000,6.03171250E+5,
2173.000,6.02732063E+5,
2174.000,6.02293500E+5,
2175.000,6.01855563E+5,
2176.000,6.01418250E+5,
2177.000,6.00981625E+5,
2178.000,6.00545688E+5,
2179.000,6.00110375E+5,
2180.00,5.99675688E+5,
2181.000,5.99241688E+5,
2182.000,5.98808313E+5,
2183.000,5.98375625E+5,
2184.000,5.97943563E+5,
2185.000,5.97512125E+5,
2186.000,5.97081438E+5,
2187.000,5.96651375E+5,
2188.000,5.96221938E+5,
2189.000,5.95793188E+5,
2190.00,5.95365125E+5,
2191.000,5.94937625E+5,
2192.000,5.94510813E+5,
2193.000,5.94084688E+5,
2194.000,5.93659250E+5,
2195.000,5.93234500E+5,
2196.000,5.92810375E+5,
2197.000,5.92386813E+5,
2198.000,5.91964000E+5,
2199.000,5.91541875E+5,
2200.00,5.91120375E+5,
2201.000,5.90699563E+5,
2202.000,5.90279375E+5,
2203.000,5.89859875E+5,
2204.000,5.89440938E+5,
2205.000,5.89022688E+5,
2206.000,5.88605125E+5,
2207.000,5.88188063E+5,
2208.000,5.87771625E+5,
2209.000,5.87355875E+5,
2210.00,5.86940625E+5,
2211.000,5.86525938E+5,
2212.000,5.86111813E+5,
2213.000,5.85698313E+5,
2214.000,5.85285375E+5,
2215.000,5.84872938E+5,
2216.000,5.84461000E+5,
2217.000,5.84049688E+5,
2218.000,5.83638813E+5,
2219.000,5.83228500E+5,
2220.00,5.82818625E+5,
2221.000,5.82409313E+5,
2222.000,5.82000375E+5,
2223.000,5.81592000E+5,
2224.000,5.81184063E+5,
2225.000,5.80776625E+5,
2226.000,5.80369563E+5,
2227.000,5.79963000E+5,
2228.000,5.79556813E+5,
2229.000,5.79151125E+5,
2230.00,5.78745750E+5,
2231.000,5.78340875E+5,
2232.000,5.77936375E+5,
2233.000,5.77532188E+5,
2234.000,5.77128438E+5,
2235.000,5.76725000E+5,
2236.000,5.76321938E+5,
2237.000,5.75919250E+5,
2238.000,5.75516938E+5,
2239.000,5.75114938E+5,
2240.00,5.74713250E+5,
2241.000,5.74311938E+5,
2242.000,5.73910813E+5,
2243.000,5.73510063E+5,
2244.000,5.73109625E+5,
2245.000,5.72709438E+5,
2246.000,5.72309563E+5,
2247.000,5.71909938E+5,
2248.000,5.71510500E+5,
2249.000,5.71111375E+5,
2250.00,5.70712500E+5,
2251.000,5.70313750E+5,
2252.000,5.69915313E+5,
2253.000,5.69517063E+5,
2254.000,5.69119063E+5,
2255.000,5.68721188E+5,
2256.000,5.68323563E+5,
2257.000,5.67926063E+5,
2258.000,5.67528750E+5,
2259.000,5.67131625E+5,
2260.00,5.66734625E+5,
2261.000,5.66337750E+5,
2262.000,5.65941000E+5,
2263.000,5.65544438E+5,
2264.000,5.65147938E+5,
2265.000,5.64751563E+5,
2266.000,5.64355313E+5,
2267.000,5.63959125E+5,
2268.000,5.63563063E+5,
2269.000,5.63167000E+5,
2270.00,5.62771063E+5,
2271.000,5.62375125E+5,
2272.000,5.61979250E+5,
2273.000,5.61583438E+5,
2274.000,5.61187688E+5,
2275.000,5.60791875E+5,
2276.000,5.60396125E+5,
2277.000,5.60000375E+5,
2278.000,5.59604625E+5,
2279.000,5.59208813E+5,
2280.00,5.58813000E+5,
2281.000,5.58417250E+5,
2282.000,5.58021313E+5,
2283.000,5.57625438E+5,
2284.000,5.57229438E+5,
2285.000,5.56833375E+5,
2286.000,5.56437313E+5,
2287.000,5.56041063E+5,
2288.000,5.55644813E+5,
2289.000,5.55248375E+5,
2290.00,5.54851938E+5,
2291.000,5.54455250E+5,
2292.000,5.54058500E+5,
2293.000,5.53661625E+5,
2294.000,5.53264625E+5,
2295.000,5.52867375E+5,
2296.000,5.52470125E+5,
2297.000,5.52072563E+5,
2298.000,5.51674875E+5,
2299.000,5.51276938E+5,
2300.00,5.50878875E+5,
2301.000,5.50480625E+5,
2302.000,5.50082125E+5,
2303.000,5.49683438E+5,
2304.000,5.49284500E+5,
2305.000,5.48885375E+5,
2306.000,5.48486063E+5,
2307.000,5.48086500E+5,
2308.000,5.47686688E+5,
2309.000,5.47286750E+5,
2310.00,5.46886500E+5,
2311.000,5.46486000E+5,
2312.000,5.46085375E+5,
2313.000,5.45684438E+5,
2314.000,5.45283313E+5,
2315.000,5.44881938E+5,
2316.000,5.44480313E+5,
2317.000,5.44078500E+5,
2318.000,5.43676375E+5,
2319.000,5.43274063E+5,
2320.00,5.42871500E+5,
2321.000,5.42468688E+5,
2322.000,5.42065625E+5,
2323.000,5.41662375E+5,
2324.000,5.41258813E+5,
2325.000,5.40855000E+5,
2326.000,5.40450938E+5,
2327.000,5.40046563E+5,
2328.000,5.39642000E+5,
2329.000,5.39237125E+5,
2330.00,5.38832063E+5,
2331.000,5.38426688E+5,
2332.000,5.38021063E+5,
2333.000,5.37615125E+5,
2334.000,5.37208938E+5,
2335.000,5.36802500E+5,
2336.000,5.36395813E+5,
2337.000,5.35988750E+5,
2338.000,5.35581438E+5,
2339.000,5.35173875E+5,
2340.00,5.34766063E+5,
2341.000,5.34357938E+5,
2342.000,5.33949563E+5,
2343.000,5.33540813E+5,
2344.000,5.33131813E+5,
2345.000,5.32722500E+5,
2346.000,5.32312938E+5,
2347.000,5.31903063E+5,
2348.000,5.31492875E+5,
2349.000,5.31082375E+5,
2350.00,5.30671625E+5,
2351.000,5.30260500E+5,
2352.000,5.29849125E+5,
2353.000,5.29437438E+5,
2354.000,5.29025375E+5,
2355.000,5.28613063E+5,
2356.000,5.28200438E+5,
2357.000,5.27787438E+5,
2358.000,5.27374188E+5,
2359.000,5.26960625E+5,
2360.00,5.26546688E+5,
2361.000,5.26132438E+5,
2362.000,5.25717875E+5,
2363.000,5.25302938E+5,
2364.000,5.24887750E+5,
2365.000,5.24472188E+5,
2366.000,5.24056281E+5,
2367.000,5.23640063E+5,
2368.000,5.23223469E+5,
2369.000,5.22806531E+5,
2370.00,5.22389281E+5,
2371.000,5.21971719E+5,
2372.000,5.21553750E+5,
2373.000,5.21135438E+5,
2374.000,5.20716813E+5,
2375.000,5.20297844E+5,
2376.000,5.19878469E+5,
2377.000,5.19458750E+5,
2378.000,5.19038719E+5,
2379.000,5.18618281E+5,
2380.00,5.18197500E+5,
2381.000,5.17776313E+5,
2382.000,5.17354781E+5,
2383.000,5.16932906E+5,
2384.000,5.16510656E+5,
2385.000,5.16088031E+5,
2386.000,5.15665031E+5,
2387.000,5.15241656E+5,
2388.000,5.14817938E+5,
2389.000,5.14393750E+5,
2390.00,5.13969219E+5,
2391.000,5.13544344E+5,
2392.000,5.13119031E+5,
2393.000,5.12693375E+5,
2394.000,5.12267313E+5,
2395.000,5.11840844E+5,
2396.000,5.11413969E+5,
2397.000,5.10986750E+5,
2398.000,5.10559094E+5,
2399.000,5.10131063E+5,
2400.00,5.09702625E+5,
2401.000,5.09273750E+5,
2402.000,5.08844500E+5,
2403.000,5.08414844E+5,
2404.000,5.07984781E+5,
2405.000,5.07554375E+5,
2406.000,5.07123563E+5,
2407.000,5.06692375E+5,
2408.000,5.06260813E+5,
2409.000,5.05828875E+5,
2410.00,5.05396563E+5,
2411.000,5.04963938E+5,
2412.000,5.04530875E+5,
2413.000,5.04097500E+5,
2414.000,5.03663781E+5,
2415.000,5.03229656E+5,
2416.000,5.02795250E+5,
2417.000,5.02360469E+5,
2418.000,5.01925406E+5,
2419.000,5.01489969E+5,
2420.00,5.01054188E+5,
2421.000,5.00618125E+5,
2422.000,5.00181719E+5,
2423.000,4.99745000E+5,
2424.000,4.99308000E+5,
2425.000,4.98870656E+5,
2426.000,4.98433000E+5,
2427.000,4.97995094E+5,
2428.000,4.97556844E+5,
2429.000,4.97118313E+5,
2430.00,4.96679500E+5,
2431.000,4.96240406E+5,
2432.000,4.95801031E+5,
2433.000,4.95361406E+5,
2434.000,4.94921500E+5,
2435.000,4.94481313E+5,
2436.000,4.94040875E+5,
2437.000,4.93600219E+5,
2438.000,4.93159219E+5,
2439.000,4.92718031E+5,
2440.00,4.92276563E+5,
2441.000,4.91834875E+5,
2442.000,4.91392938E+5,
2443.000,4.90950781E+5,
2444.000,4.90508375E+5,
2445.000,4.90065750E+5,
2446.000,4.89622938E+5,
2447.000,4.89179844E+5,
2448.000,4.88736594E+5,
2449.000,4.88293063E+5,
2450.00,4.87849375E+5,
2451.000,4.87405469E+5,
2452.000,4.86961375E+5,
2453.000,4.86517125E+5,
2454.000,4.86072625E+5,
2455.000,4.85627969E+5,
2456.000,4.85183125E+5,
2457.000,4.84738094E+5,
2458.000,4.84292906E+5,
2459.000,4.83847500E+5,
2460.00,4.83402000E+5,
2461.000,4.82956313E+5,
2462.000,4.82510469E+5,
2463.000,4.82064438E+5,
2464.000,4.81618313E+5,
2465.000,4.81172031E+5,
2466.000,4.80725563E+5,
2467.000,4.80279000E+5,
2468.000,4.79832281E+5,
2469.000,4.79385438E+5,
2470.00,4.78938469E+5,
2471.000,4.78491406E+5,
2472.000,4.78044188E+5,
2473.000,4.77596875E+5,
2474.000,4.77149438E+5,
2475.000,4.76701906E+5,
2476.000,4.76254281E+5,
2477.000,4.75806531E+5,
2478.000,4.75358719E+5,
2479.000,4.74910813E+5,
2480.00,4.74462844E+5,
2481.000,4.74014750E+5,
2482.000,4.73566625E+5,
2483.000,4.73118375E+5,
2484.000,4.72670094E+5,
2485.000,4.72221750E+5,
2486.000,4.71773281E+5,
2487.000,4.71324813E+5,
2488.000,4.70876281E+5,
2489.000,4.70427719E+5,
2490.00,4.69979094E+5,
2491.000,4.69530438E+5,
2492.000,4.69081781E+5,
2493.000,4.68633000E+5,
2494.000,4.68184250E+5,
2495.000,4.67735469E+5,
2496.000,4.67286656E+5,
2497.000,4.66837844E+5,
2498.000,4.66389031E+5,
2499.000,4.65940188E+5,
2500.00,4.65491313E+5,
